Price,Close,High,Low,Open,Volume,Date,Lag1,Lag2,Lag3,MA5,MA10,Return
2015-01-14,396.5028076171875,397.3130986529341,389.7878242106129,390.88679677598793,9921260,2015-01-12,389.0986328125,394.1372375488281,386.4070434570313,386.7479187011719,377.80419921875,0.019029043487427177
2015-01-15,397.5460510253906,401.00136256712625,393.44811820470017,397.72299812017604,8342452,2015-01-13,396.5028076171875,389.0986328125,394.1372375488281,392.7383544921875,380.78171997070314,0.002631112285112369
2015-01-16,394.5749816894531,402.34241646773023,393.40147387955847,400.1071808206873,6690960,2015-01-14,397.5460510253906,396.5028076171875,389.0986328125,394.3719421386719,382.7394104003906,-0.007473522446705738
2015-01-19,391.6319274902344,397.19209456794607,390.1604154893462,394.8916462683933,4087744,2015-01-15,394.5749816894531,397.5460510253906,396.5028076171875,393.8708801269531,384.725048828125,-0.007458795756936865
2015-01-20,395.6739196777344,397.3131014370875,391.4362858016473,392.47009129298795,6804504,2015-01-16,391.6319274902344,394.5749816894531,397.5460510253906,395.1859375,387.8916259765625,0.010320895472958558
2015-01-21,404.1864929199219,405.3134333908592,394.51911633331116,397.03375659322603,8494908,2015-01-17,395.6739196777344,391.6319274902344,394.5749816894531,396.72267456054686,391.73529663085935,0.021514112552883935
2015-01-22,409.1320495605469,410.3521251194471,402.5846881785683,405.0993289816153,9958396,2015-01-18,404.1864929199219,395.6739196777344,391.6319274902344,399.0398742675781,395.8891143798828,0.012235828577291885
2015-01-23,412.5965270996094,414.4499007064487,403.29236876096866,409.7931602490729,9486328,2015-01-19,409.1320495605469,404.1864929199219,395.6739196777344,402.64418334960936,398.5080627441406,0.008467871296770069
2015-01-27,397.965087890625,413.7048725509376,396.7729803789368,413.7048725509376,13739968,2015-01-20,412.5965270996094,409.1320495605469,404.1864929199219,403.9108154296875,398.89084777832034,-0.03546185740301211
2015-01-28,399.4645385742188,401.3738022552521,396.8101963835139,400.4796989484496,13134356,2015-01-21,397.965087890625,412.5965270996094,409.1320495605469,404.6689392089844,399.9274383544922,0.0037677945358007836
2015-01-29,399.6416320800781,400.46120055066734,396.3074227178175,399.54849723223845,15369424,2015-01-22,399.4645385742188,397.965087890625,412.5965270996094,403.7599670410156,400.24132080078124,0.00044332722621986953
2015-01-30,398.9709777832031,402.8174736559665,396.18625538309124,402.62188141226795,10833744,2015-01-23,399.6416320800781,399.4645385742188,397.965087890625,401.7277526855469,400.3838134765625,-0.0016781392203418788
2015-02-02,398.0302429199219,400.85220938201013,396.01852199325486,398.8963784347466,8702540,2015-01-24,398.9709777832031,399.6416320800781,399.4645385742188,398.8144958496094,400.7293395996094,-0.002357902994619465
2015-02-03,395.059326171875,398.6077724918846,391.53884758805077,398.0303637986403,5265956,2015-01-25,398.0302429199219,398.9709777832031,399.6416320800781,398.23334350585935,401.07207946777345,-0.0074640477724818854
2015-02-04,399.14788818359375,400.47969782550393,396.0837164403749,398.5983564034653,5160016,2015-01-26,395.059326171875,398.0302429199219,398.9709777832031,398.1700134277344,401.4194763183594,0.010349235522008504
2015-02-05,408.6383361816406,413.5185915452205,400.10717776537547,400.62874184089986,11875936,2015-01-27,399.14788818359375,395.059326171875,398.0302429199219,399.9693542480469,401.8646606445312,0.023776771164279786
