Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2015-01-01,189.9998016357422,190.87715534273178,189.0903506676063,189.65743085018167,2963643
2015-01-02,189.4969482421875,191.74382815812206,189.22947104058622,190.04261601795088,7331366
2015-01-05,187.42124938964844,190.64177456827719,187.04676706013433,189.3792394487279,10103941
2015-01-06,178.91525268554688,186.81140833967845,178.03789888297737,186.1694487623213,18627980
2015-01-07,182.80982971191406,183.77277619196656,179.1078453068099,179.12924348261123,20720312
2015-01-08,180.18846130371094,184.65010901239097,179.7818817251331,184.05093158896315,19872227
2015-01-09,184.09375,184.457533275433,180.81974337459295,181.54729564096232,13392787
2015-01-12,181.95387268066406,184.24354889589054,180.0921885470929,184.13655801772492,10100113
2015-01-13,180.42384338378906,182.94889929466348,179.85677749808573,182.53162062437363,9948711
2015-01-14,178.66917419433594,181.24772588423613,177.86671400685174,180.39177025551925,11380041
2015-01-15,184.93899536132812,186.4048131781008,179.74979516459382,179.74979516459382,16927085
2015-01-16,186.10523986816406,187.2393717003376,182.32834774405396,184.02954549231427,19136963
2015-01-19,188.2344207763672,189.59323348253545,183.76207355968455,186.21223606415992,13339962
2015-01-20,193.24172973632812,193.77669838636558,188.06321434843136,188.63029454489703,13361320
2015-01-21,194.0334930419922,195.0285368158152,190.8878753971637,193.6590249541533,17084297
2015-01-22,189.11175537109375,194.12976983613996,188.20230444025265,193.69109300063442,23721627
2015-01-23,189.78582763671875,192.11828584647952,187.66735117666227,190.44918534529805,18080494
2015-01-27,190.2458953857422,191.88289856167683,188.41629435796523,191.06973937499922,17939876
2015-01-28,194.0548858642578,194.68616062104832,189.6146358133495,189.6146358133495,19298126
2015-01-29,198.88031005859375,199.97164555622763,194.06557782256655,194.10837417270935,36117653
2015-01-30,195.8523712158203,199.27617902007137,194.5149424979657,199.00868756270236,21746801
2015-02-02,194.31167602539062,196.84743125784271,193.80880461402253,196.0235729278048,19302710
2015-02-03,200.63499450683594,201.3304494012705,195.413683259693,195.413683259693,17092333
2015-02-04,198.75193786621094,201.96175010615312,198.13137645200834,200.95600722349823,14072894
2015-02-05,197.6605682373047,201.1271580029095,196.3552368185314,200.2926149635579,12365643
2015-02-06,194.7075653076172,199.00871307477848,193.23104827058498,197.7461920879739,9045844
2015-02-09,191.88291931152344,196.4408594587449,190.87717644873985,192.8458658213798,8839692
2015-02-10,188.73728942871094,193.55200738136162,184.30773862743516,192.1610974324046,13651008
2015-02-11,192.73887634277344,193.60553106485537,188.95128480515393,189.59324438823455,9781008
2015-02-12,194.54705810546875,195.57419911515908,189.86072903431875,194.30097908321838,8709626
2015-02-13,196.3338623046875,197.040016389926,194.52565931328633,195.58489758339235,7393680
2015-02-16,193.188232421875,197.76757030685985,192.58905496930115,196.59062786062142,12266698
2015-02-18,192.942138671875,194.30096559739172,191.3907281770942,192.58905451039527,9835036
2015-02-19,193.0277099609375,194.21535135983345,189.92488931550463,194.0762489574081,9550637
2015-02-20,186.83277893066406,191.7331034542777,186.44759752732216,191.57260287026327,18717199
2015-02-23,182.19996643066406,187.61386200854957,181.2691172193531,186.15874320844807,14104463
2015-02-24,180.06007385253906,183.34479374629717,179.10784076900913,182.79912599269178,19946218
2015-02-25,180.42384338378906,183.2805852704313,179.97446745305348,181.63288304739757,15274116
2015-02-26,180.1777801513672,181.88967704507175,179.02223582073267,181.05511963147399,21459750
2015-02-27,183.07733154296875,184.24357513455146,180.73417383946,181.36543439503325,18659378
2015-03-02,184.93899536132812,187.34636143153838,183.0772970290994,185.9554372260285,14579511
2015-03-03,192.76028442382812,193.9693100339436,185.6130930827343,185.9554639262373,20636925
2015-03-04,189.98910522460938,194.6540500885291,188.32000476800712,193.87298815397747,14476047
2015-03-05,189.36854553222656,192.3215793319759,187.9134268069372,190.98415056690584,10716702
2015-03-09,186.09454345703125,190.8236833587265,184.91761516803783,189.40066175287248,14065391
2015-03-10,183.84767150878906,187.4105678041594,183.0452113398197,185.94474989471314,15234060
2015-03-11,183.1629180908203,186.08384057706047,182.40325426348716,184.2328554743766,11635873
2015-03-12,184.8426971435547,185.6130599730144,183.08798974561603,183.60157448825268,11782380
2015-03-13,181.91107177734375,186.08383019735746,181.24771406482,185.95544114677145,12936157
2015-03-16,180.1991729736328,182.73492811785326,179.8139915415307,182.21065854911555,13839990
2015-03-17,183.35548400878906,184.00814260727708,179.96377340198245,182.00735617885903,19070082
2015-03-18,185.88055419921875,186.65091709935052,182.89542295907717,183.38759528846785,9269885
2015-03-19,183.20570373535156,187.6031429821561,182.76702686252392,187.35706396918957,13934612
2015-03-20,182.7670440673828,184.2756584032449,181.5901014758716,183.58018907996612,10405717
2015-03-23,180.1670684814453,184.88549441073982,179.34321021313397,183.28058850662916,13251683
2015-03-24,181.4509735107422,182.809800309064,180.19915185871298,180.19915185871298,9238431
2015-03-25,180.79832458496094,181.7826691348462,179.9637672495597,181.6756782673576,10264941
2015-03-26,177.46011352539062,181.72917779480818,176.3473799094531,179.98516947747746,20621346
2015-03-27,173.69393920898438,178.6798567145218,171.50055489934067,178.4444625104279,23326922
2015-03-30,173.49066162109375,174.97787776886372,170.43063661796947,174.74249782300674,17330588
2015-03-31,176.7539825439453,178.23049959453544,175.042071264393,175.042071264393,20235395
2015-04-01,178.90452575683594,179.5357861477442,173.99350218572226,176.5185580338501,14588531
2015-04-06,176.465087890625,179.32183011568313,175.76963288075356,178.89385230787886,12334096
2015-04-07,178.21978759765625,178.91524257679168,176.7646688292302,176.7646688292302,21275454
2015-04-08,185.29208374023438,186.0624323295186,178.23048596339783,178.35887501419583,24821205
2015-04-09,191.54049682617188,192.37505411439008,183.77274601823515,185.20646641501003,27276420
2015-04-10,193.51991271972656,194.4721600924163,190.25660526974175,191.50842709752723,25323219
2015-04-13,197.40382385253906,197.88529715108666,192.3216136370358,194.04420985190706,20177342
2015-04-15,197.64988708496094,201.06298172725784,194.1297872824526,197.0828068746773,22231264
2015-04-16,198.6556396484375,200.72062078921024,196.65485303624877,197.83178129594916,20177302
2015-04-17,198.33462524414062,202.06870646427583,197.42517431286709,200.08931830250222,23958678
2015-04-20,189.51834106445312,200.6029102446017,187.98832866102612,200.57081298131627,37628162
2015-04-21,187.54965209960938,191.6261331043077,186.6937107927023,190.48128785834427,17707007
2015-04-22,188.2557830810547,189.75369792632887,185.52743053189803,188.71585804874195,14761313
2015-04-23,187.67807006835938,190.3208163785559,185.96615875209633,189.13318897338397,13337818
2015-04-24,188.07391357421875,189.261555120083,185.88054353589987,187.66734825610772,12709854
2015-04-27,187.3035888671875,189.91423792805554,186.47973046968715,188.32003086096182,11042925
2015-04-28,185.1422882080078,188.73728146053793,183.71926677201776,187.17517189242346,14687371
2015-04-29,181.88963317871094,186.2870857444471,181.33326646532362,184.45748504222658,16387960
2015-04-30,184.53240966796875,185.29207341183803,181.45098691360175,181.88966376387205,34802149
2015-05-04,190.65248107910156,191.2837415212092,184.13655114361163,185.3562756781583,15078502
2015-05-05,190.9092559814453,192.97423695637238,189.4006418273927,191.24094197032065,17846755
2015-05-06,188.36277770996094,191.89357603849768,186.59737140344563,190.4491565925744,22438208
2015-05-07,186.32989501953125,187.9775971037291,184.02952012560743,187.23934589118704,16735535
2015-05-08,192.78367614746094,193.66124989777606,186.586519390773,188.73168681201602,17104443
2015-05-11,194.13795471191406,194.89634124164493,191.41856237680594,193.46622481088792,14214007
2015-05-12,188.23329162597656,193.9104066958463,187.46407129660088,193.9104066958463,16650201
2015-05-13,191.78692626953125,192.55616113947642,185.74144403277268,189.2408906213158,16701434
2015-05-14,190.29180908203125,192.02528880195328,188.580011599853,191.9819387909339,12329713
2015-05-15,189.37091064453125,192.18780811864855,188.5366868611301,191.0935565765658,8331715
2015-05-18,193.18453979492188,193.71541469418312,188.99171003295376,189.57675436433678,9847540
2015-05-19,194.05128479003906,196.04477780292075,192.1119612107174,193.11954160387026,14513036
2015-05-20,196.93316650390625,197.39903808640713,194.5171374996748,195.10219629776827,8708891
2015-05-21,194.31130981445312,198.3524655180063,193.7370993195459,197.45322393762726,10759523
2015-05-22,195.8497772216797,196.22897776723443,194.36549116802365,194.36549116802365,8349048
2015-05-25,193.82376098632812,196.74899721981475,193.35788938775943,195.0155174676145,6617337
2015-05-26,191.6785888671875,194.14878732879998,191.26688671284074,193.9320951328168,9510249
2015-05-27,191.83026123046875,193.04369990739778,190.72517588260808,191.9819356409094,8078236
2015-05-28,189.77178955078125,193.76960988863482,188.94838514412015,191.94945886947653,26538868
2015-05-29,190.03182983398438,192.07949263310218,189.18675759596184,190.66020983597693,29277517
2015-06-01,195.50308227539062,196.0773072815315,190.24850182989252,190.6818718243253,19594976
2015-06-02,194.72300720214844,199.08917941915018,193.16288406635942,196.2614625637377,20178960
2015-06-03,194.2246551513672,197.27989843415074,192.5236912974386,194.79886569486575,15546279
2015-06-04,197.76742553710938,198.5258121341296,193.4012386509135,195.92560678589402,15931395
2015-06-05,196.69485473632812,198.6883480458216,195.9797891780048,197.16072639872957,13066337
2015-06-08,191.86280822753906,197.1824068456046,191.3536009791219,196.48900901937398,10846953
2015-06-09,191.48358154296875,192.9895207266513,190.10763453551544,191.45106541832612,9153355
2015-06-10,196.2722930908203,197.16070074673922,191.7652659542079,191.98194369249617,13509379
2015-06-11,190.0642852783203,197.07401198616915,189.30588433335566,196.3156110412045,14676438
2015-06-12,192.8162078857422,193.43375398751428,190.3026734606885,190.46519625076468,21543824
2015-06-15,195.3947296142578,196.09896122972717,192.84869373291542,193.91044363539274,12858570
2015-06-16,195.87142944335938,196.0989555384121,193.54208584379182,194.7988456845262,13929305
2015-06-17,201.7760772705078,204.1921065007052,193.71543355450996,196.10979500974904,26232634
2015-06-18,212.12274169921875,212.78362333916223,202.05777034400052,202.06860423212302,49366799
2015-06-19,215.95803833007812,218.0707042204091,212.8919614243679,212.8919614243679,45710935
